,budget,genres,id,keywords,original_language,release_date,revenue,runtime,title,Male_lead,Female_lead,Director,screenplay,writer,Music_director
858,50000000,"['Comedy', 'Adventure', 'Crime', 'Family']",145220,musical.the muppets,en,2014-03-20,80383290,112.0,Muppets Most Wanted,Ricky Gervais,Tina Fey,James Bobin,Nicholas Stoller,,
859,57000000,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",14623,secret organization.based on tv series.golden gate bridge.locker.oil rig .teenage hero.soaked clothes.thunderbirds,en,2004-07-23,28283637,95.0,Thunderbirds,Brady Corbet,Debora Weston,Jonathan Frakes,Michael McCullers,,Hans Zimmer
860,55000000,"['Drama', 'Romance']",42297,musical.los angeles.burlesque.burlesque dancer,en,2010-11-23,89519773,119.0,Burlesque,Eric Dane,Cher,Steve Antin,,Steve Antin,Christophe Beck
861,47000000,['Drama'],2841,paris.prostitute.loss of lover.amnesia.bodily disabled person.world war i.wheelchair.brittany.lighthouse.verdun.lighthouse keeper   .teenage crush.disappearance.soldier.illegal prostitution.private detective.missing person.polio.trenches,fr,2004-10-26,0,133.0,A Very Long Engagement,Gaspard Ulliel,Audrey Tautou,Jean-Pierre Jeunet,Jean-Pierre Jeunet,,Angelo Badalamenti
862,2000000,"['Drama', 'Romance']",802,sexual obsession.hotel.depression.loss of mother.small town.flirt.midlife crisis.eroticism.youngster.lolita.motel.diary.seduction.forbidden love.professor for literature.provocation.fascination.one-sided love.widow.adoptive father.loss of husband.summer camp.secret love,en,1962-06-13,9250000,153.0,Lolita,James Mason,Sue Lyon,Stanley Kubrick,Stanley Kubrick,,Nelson Riddle
863,55000000,"['Action', 'Thriller']",10375,alcoholism.serial killer.hospital.police officer.detox,en,2002-01-04,6416302,96.0,D-Tox,Sylvester Stallone,Dina Meyer,Jim Gillespie,Howard Swindle,,John Powell
864,54000000,"['Fantasy', 'Horror', 'Action', 'Thriller']",36586,katana.mutation.vampire.silver.superhero.tragic villain.broken neck.lasersight.violence.exploding body.blade.subjective camera.torso cut in half.reaper.broken wrist.razor blade.shot through a door.sword duel.burnt face,en,2002-03-22,155010032,117.0,Blade II,Wesley Snipes,Leonor Varela,Guillermo del Toro,,David S. Goyer,Marco Beltrami
865,55000000,['Drama'],11321,vegetarian.tax collector.pianist.blind.organ transplant.blood type,en,2008-12-18,168167691,123.0,Seven Pounds,Will Smith,Rosario Dawson,Gabriele Muccino,Grant Nieporte,,Angelo Milli
866,55000000,"['Action', 'Crime', 'Thriller']",70074,,en,2013-01-31,9489829,92.0,Bullet to the Head,Sylvester Stallone,Sarah Shahi,Walter Hill,Alessandro Camon,,Steve Mazzaro
867,54000000,"['Crime', 'Drama', 'Thriller']",242,italy.christianity.new york.assassination.italo-american.vatican.pope.confession.helicopter.daughter.lawyer,en,1990-12-24,136766062,162.0,The Godfather: Part III,Al Pacino,Diane Keaton,Francis Ford Coppola,Francis Ford Coppola,,Carmine Coppola
868,57000000,"['Comedy', 'Drama', 'Romance']",9621,suicide.hotel room.suicide attempt.new love.funeral.airplane.lovers.falling in love,en,2005-10-06,52034889,123.0,Elizabethtown,Orlando Bloom,Kirsten Dunst,Cameron Crowe,Cameron Crowe,,Nancy Wilson
869,54000000,"['Comedy', 'Romance']",1819,roommate.love of one's life.newlywed,en,2006-07-14,130431368,108.0,"You, Me and Dupree",Owen Wilson,Kate Hudson,Anthony Russo,Michael LeSieur,,Theodore Shapiro
870,54000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",8536,saving the world.dc comics.sequel.superhero.based on comic book.loss of virginity.criminal.super powers.phantom zone.rocket fired grenade.crystal machine.superhuman strength.duringcreditsstinger,en,1980-12-04,190458706,127.0,Superman II,Gene Hackman,Sarah Douglas,Richard Lester,Mario Puzo,,Ken Thorne
871,54000000,['Drama'],8046,new york.mentally disabled.kidnapping.blackmail.mission of murder.lovers.lesbian.mobster,en,2003-08-01,7266209,121.0,Gigli,Ben Affleck,Jennifer Lopez,Martin Brest,Martin Brest,,John Powell
872,55000000,"['Drama', 'Thriller']",1717,corruption.journalist.based on novel.blackmail.manipulation.bodyguard.louisiana.scandal.power.governor.politics.tragedy.mistress.aristocrat,en,2006-09-10,9450897,125.0,All the King's Men,Sean Penn,Kate Winslet,Steven Zaillian,,Steven Zaillian,James Horner
873,46000000,"['Action', 'Adventure', 'Crime', 'Thriller']",479,corruption.black people.italo-american.brother sister relationship.drug dealer.revenge.murder.violence.drug.police officer.xenophobia,en,2000-06-15,107196498,99.0,Shaft,Samuel L. Jackson,Toni Collette,John Singleton,,,David Arnold
874,53000000,"['Animation', 'Family']",9444,tzar.musical.russian revolution.train explosion.foreign language adaptation.exploding train,en,1997-11-20,139804348,94.0,Anastasia,John Cusack,Meg Ryan,Gary Goldman,Susan Gauthier,,David Newman
875,52500000,"['Drama', 'Music', 'Romance']",824,duke.musical.writer's block.music.terminal illness.writer.no opening credits.moulin rouge.bohemian.toulouse lautrec.red curtain.cancan dance.la traviata.orpheus and eurydice.dance hall,en,2001-03-09,179213434,127.0,Moulin Rouge!,Ewan McGregor,Nicole Kidman,Baz Luhrmann,Baz Luhrmann,,Craig Armstrong
876,75000000,"['Mystery', 'Thriller', 'Crime']",11456,menace.adoption.dangerous.adoptive father.threat to death.step father.murder.divorce.ex-wife.child.murder hunt,en,2001-10-30,54249294,89.0,Domestic Disturbance,John Travolta,Teri Polo,Harold Becker,Lewis Colick,,Mark Mancina
877,53000000,"['Crime', 'Drama']",261023,boston.based on true story.organized crime,en,2015-09-04,98837872,122.0,Black Mass,Johnny Depp,Dakota Johnson,Scott Cooper,Jez Butterworth,,Junkie XL
878,90000000,"['War', 'Drama', 'History']",3683,world war ii.dying and death.pacific.iwo jima.aftercreditsstinger.duringcreditsstinger,en,2006-10-18,65900249,132.0,Flags of Our Fathers,Ryan Phillippe,Melanie Lynskey,Clint Eastwood,William Broyles Jr.,,Clint Eastwood
879,53000000,"['Drama', 'Crime', 'Thriller']",22803,tattoo.secret passage.baseball bat.deal.explosion.justice.district attorney.courtroom.vigilantism,en,2009-10-15,126690726,109.0,Law Abiding Citizen,Jamie Foxx,Leslie Bibb,F. Gary Gray,,Kurt Wimmer,Brian Tyler
880,67000000,"['Thriller', 'Action', 'Horror']",285923,exploitation.slasher.zombie.killer,en,2007-04-06,25037897,191.0,Grindhouse,Kurt Russell,Zoë Bell,Robert Rodriguez,,Robert Rodriguez,
881,0,"['Drama', 'Thriller']",39437,,en,1998-10-16,0,172.0,Beloved,Danny Glover,Oprah Winfrey,Jonathan Demme,,Richard LaGravenese,
882,0,"['Drama', 'Romance']",1950,poker.sport.las vegas,en,2007-05-01,5761917,124.0,Lucky You,Eric Bana,Drew Barrymore,Curtis Hanson,Eric Roth,,Christopher Young
883,52000000,"['Drama', 'Crime']",640,con man.biography.fbi agent.overhead camera shot.attempted jailbreak.engagement party.mislaid trust.bank fraud.inspired by a true story,en,2002-12-25,352114312,141.0,Catch Me If You Can,Leonardo DiCaprio,Nathalie Baye,Steven Spielberg,Jeff Nathanson,,
884,40000000,"['Thriller', 'Drama', 'History']",97630,assassination.cia.hotel.terrorist.prisoner.car dealer.mossad.van.iraq.pakistan.osama bin laden.man hunt.navy seal.f word.female protagonist.gunfight.raid.violence.text message.monkey.dog.special forces.tied up.military.area 51.terrorist group.torturing.woman director.al qaeda.prison camp.water torture.suicide bombing.21st century.ex special forces.post 9/11.helicopter crash.islamabad,en,2012-12-19,132820716,157.0,Zero Dark Thirty,Jason Clarke,Jessica Chastain,Kathryn Bigelow,,Mark Boal,Alexandre Desplat
885,52000000,"['Romance', 'Comedy']",9767,bowling.chicago.american football.flat.baseball.new love.tour guide.break-up.art gallery.argument.pool table.watching tv.ex-boyfriend ex-girlfriend relationship.dinner party.condominium,en,2006-06-01,204999686,106.0,The Break-Up,Vince Vaughn,Jennifer Aniston,Peyton Reed,Jeremy Garelick,,
886,52000000,"['Comedy', 'Romance']",11631,single parent.greece.musical.daughter.single.mother daughter relationship.duringcreditsstinger.woman director,en,2008-07-03,609841637,108.0,Mamma Mia!,Pierce Brosnan,Meryl Streep,Phyllida Lloyd,Catherine Johnson,,Benny Andersson
887,52000000,"['Comedy', 'Romance']",32856,flower.married couple.florist.kiss.single.valentine.valentine's day.multiple storylines.aftercreditsstinger.duringcreditsstinger,en,2010-02-10,216485654,125.0,Valentine's Day,Bradley Cooper,Jessica Alba,Garry Marshall,Katherine Fugate,Abby Kohn,
888,50000000,"['Action', 'Adventure', 'Comedy']",6519,sheriff.farm.bikini.redneck.moonshine,en,2005-08-05,110803676,104.0,The Dukes of Hazzard,Johnny Knoxville,Jessica Simpson,Jay Chandrasekhar,John O'Brien,,Nathan Barr
889,52000000,"['Drama', 'History', 'War']",8741,based on novel.japanese.world war ii.battle assignment.invasion.marine corps.u.s. army.commander.pacific.rifle.survival.jungle.infantry.steel helmet.sergeant.pacific island.soldier.battle.fighting.guadalcanal.awol.philosophic conflict,en,1998-12-25,98126565,170.0,The Thin Red Line,Sean Penn,Miranda Otto,Terrence Malick,Terrence Malick,,Hans Zimmer
890,52000000,['Comedy'],49520,jealousy.chance.wish.change.man change.co-worker.body-swap,en,2011-08-05,75450437,112.0,The Change-Up,Ryan Reynolds,Olivia Wilde,David Dobkin,Jon Lucas,,
891,82000000,"['Comedy', 'Drama', 'Romance']",1850,show business.comedian.wrestling,en,1999-12-22,47434430,118.0,Man on the Moon,Jim Carrey,Courtney Love,Miloš Forman,Scott Alexander,,Michael Stipe
892,52000000,"['Drama', 'Crime']",524,poker.drug abuse.1970s.overdose.illegal prostitution,en,1995-11-22,116112375,178.0,Casino,Robert De Niro,Sharon Stone,Martin Scorsese,Martin Scorsese,,
893,52000000,"['Action', 'Crime', 'Thriller']",26389,paris.cia.undercover.explosive.pimp.ambassador.anti hero.revelation.french.politician.firearm.deception.car crash.gang,en,2010-02-05,52826594,92.0,From Paris with Love,John Travolta,Kasia Smutniak,Pierre Morel,Adi Hasak,,David Buckley
894,52000000,"['Action', 'Comedy', 'Fantasy']",11817,monk.homeless person.injection.fall.knife fight.scroll.the force,en,2003-03-28,0,104.0,Bulletproof Monk,Seann William Scott,Jaime King,Paul Hunter,Ethan Reiff,,
895,51000000,['Comedy'],2123,schizophrenia.ex-cop.aftercreditsstinger.duringcreditsstinger,en,2000-06-22,149270999,116.0,"Me, Myself & Irene",Jim Carrey,Renée Zellweger,Bobby Farrelly,Bobby Farrelly,,Lee Scott
896,51000000,"['Animation', 'Comedy', 'Family']",9907,peasant.farm.cow.cojote.family,en,2006-08-04,72779000,90.0,Barnyard,Kevin James,Courteney Cox,Steve Oedekerk,,,John Debney
897,0,"['Comedy', 'Family']",9969,holiday.massachusetts.neighbor.christmas,en,2006-11-22,47231070,93.0,Deck the Halls,Danny DeVito,Kristin Davis,John Whitesell,,,George S. Clinton
898,50000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']",18239,moon.cinema.vampire.werewolf.fang vamp,en,2009-03-15,709827462,130.0,The Twilight Saga: New Moon,Robert Pattinson,Kristen Stewart,Chris Weitz,Melissa Rosenberg,,Alexandre Desplat
899,60000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",808,magic.liberation.lordship.castle.robin hood.enchantment.fairy-tale figure.princess.parody.woman director.ogre,en,2001-05-16,484409218,90.0,Shrek,Mike Myers,Cameron Diaz,Andrew Adamson,,,Harry Gregson-Williams
900,50200000,"['Science Fiction', 'Thriller', 'Romance']",38050,hotel.dancer.hat.senator.future.honesty.plan.kiss.speech.marriage.politician.alone.fate.foot chase.covert agency.courthouse.political campaign.based on short story,en,2011-03-03,127869379,106.0,The Adjustment Bureau,Matt Damon,Emily Blunt,George Nolfi,George Nolfi,Philip K. Dick,Thomas Newman
901,48000000,['Adventure'],8367,england.crusade.mercifulness.robin hood.folk hero,en,1991-06-14,390493908,143.0,Robin Hood: Prince of Thieves,Kevin Costner,Mary Elizabeth Mastrantonio,Kevin Reynolds,Pen Densham,,Michael Kamen
902,50000000,"['Comedy', 'Drama', 'Romance']",9390,stadium.career.sport.sports agent,en,1996-12-06,273552592,139.0,Jerry Maguire,Tom Cruise,Renée Zellweger,Cameron Crowe,,Cameron Crowe,
903,50000000,"['Comedy', 'Fantasy']",72105,friendship.love.teddy bear.toy comes to life.wishes come true,en,2012-06-29,549368315,106.0,Ted,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Seth MacFarlane,,Walter Murphy
904,50000000,"['Comedy', 'Romance']",2898,single parent.waitress.lone wolf.friendship.neighbor.author.cowardliness.writer.dog.rude.obnoxious.unlikely friendship.noodle salad,en,1997-12-19,314178011,139.0,As Good as It Gets,Jack Nicholson,Helen Hunt,James L. Brooks,James L. Brooks,,
905,50000000,"['Comedy', 'Drama']",10312,nurse.hospital.doctor.laughter,en,1998-12-25,202292902,115.0,Patch Adams,Robin Williams,Monica Potter,Tom Shadyac,Steve Oedekerk,,Marc Shaiman
906,50000000,['Comedy'],109443,journalism.mustache.tv news.newsroom.gang warfare.aftercreditsstinger.news spoof.tv news anchor,en,2013-12-18,173649015,119.0,Anchorman 2: The Legend Continues,Will Ferrell,Christina Applegate,Adam McKay,Will Ferrell,,Andrew Feltenstein
907,50000000,"['Comedy', 'Romance']",2022,love letter.new hampshire.ferrari.liar.city country contrast.inheritance.billionaire.new york city.kindness.fable.apple tree.corporate take over.chrysler building,en,2002-06-28,171269535,96.0,Mr. Deeds,Adam Sandler,Winona Ryder,Steven Brill,Tim Herlihy,,Teddy Castellucci
908,50000000,"['Thriller', 'Science Fiction', 'Mystery']",37686,1970s.secret.alien.train crash.pistol.firecracker.duringcreditsstinger,en,2011-06-08,260095987,112.0,Super 8,Joel Courtney,Elle Fanning,J.J. Abrams,,J.J. Abrams,Michael Giacchino
909,52000000,['Drama'],462,biography.based on true story.single mother.water pollution.environmental law,en,2000-03-17,256271286,131.0,Erin Brockovich,Aaron Eckhart,Julia Roberts,Steven Soderbergh,,Susannah Grant,Thomas Newman
910,50000000,"['Comedy', 'Romance']",9919,new york.bet.journalist.therapist.advertising expert.relationship,en,2003-02-07,177371441,116.0,How to Lose a Guy in 10 Days,Matthew McConaughey,Kate Hudson,Donald Petrie,Burr Steers,,
911,50000000,"['Crime', 'Comedy', 'Action']",187017,high school.undercover cop.buddy comedy.aftercreditsstinger.duringcreditsstinger,en,2014-06-05,188441614,112.0,22 Jump Street,Jonah Hill,Amber Stevens,Phil Lord,Michael Bacall,,Mark Mothersbaugh
912,60000000,"['Horror', 'Romance']",628,paris.san francisco.vampire.plantation.pity.bite.fang vamp,en,1994-11-11,223664608,123.0,Interview with the Vampire,Brad Pitt,Kirsten Dunst,Neil Jordan,Anne Rice,,Elliot Goldenthal
913,70000000,['Comedy'],10201,bungee-jump.scooter,en,2008-12-09,225990978,104.0,Yes Man,Jim Carrey,Zooey Deschanel,Peyton Reed,Nicholas Stoller,,Lyle Workman
914,50000000,"['Action', 'Comedy']",302699,spy.cia.espionage.high school reunion.reference to facebook.accountant,en,2016-06-15,216972543,107.0,Central Intelligence,Dwayne Johnson,Amy Ryan,Rawson Marshall Thurber,Rawson Marshall Thurber,Peter Steinfeld,
915,0,"['Drama', 'Romance']",9441,divorce.rebellious daughter.freeze frame.custody.school play.photo shoot,en,1998-12-25,0,124.0,Stepmom,Ed Harris,Julia Roberts,Chris Columbus,Gigi Levangie Grazer,,John Williams
916,50000000,['Comedy'],274167,daddys home,en,2015-12-25,242786137,96.0,Daddy's Home,Will Ferrell,Linda Cardellini,Sean Anders,Adam McKay,,Michael Andrews
917,50000000,"['Fantasy', 'Comedy', 'Music']",224141,witch.cinderella.prince.fairy tale.musical.princess.sondheim.curse.based on stage musical.beanstalk.duringcreditsstinger.red riding hood,en,2014-12-25,212902372,125.0,Into the Woods,James Corden,Meryl Streep,Rob Marshall,James Lapine,,
918,45000000,"['Crime', 'Drama', 'Thriller']",388,bank manager.kidnapping.nazi background.document.ultimatum.court case.heist.financial transactions,en,2006-03-23,184376254,129.0,Inside Man,Denzel Washington,Jodie Foster,Spike Lee,,Russell Gewirtz,Terence Blanchard
919,90000000,"['Drama', 'Action', 'Thriller', 'Crime']",2112,new york.heroin.money.criminal,en,1999-02-05,161626121,100.0,Payback,Mel Gibson,Maria Bello,Brian Helgeland,Brian Helgeland,,Chris Boardman
920,50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",10329,gorilla.kongo.diamond mine.diamond,en,1995-06-09,152022101,109.0,Congo,Dylan Walsh,Laura Linney,Frank Marshall,John Patrick Shanley,,Jerry Goldsmith
921,50000000,"['Drama', 'Comedy', 'Family']",74465,zoo,en,2011-12-22,120081841,124.0,We Bought a Zoo,Matt Damon,Scarlett Johansson,Cameron Crowe,Aline Brosh McKenna,,
922,50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",13811,cataclysm.code.suspense.end of the world.time capsule.astrophysicist.grieving widower.lexington massachusetts.westford massachusetts.prediction.researcher.numbers.news,en,2009-03-19,155446362,121.0,Knowing,Nicolas Cage,Rose Byrne,Alex Proyas,Ryne Douglas Pearson,,Marco Beltrami
923,50000000,['Comedy'],6877,hotel mom.romantic comedy.lying.living with parents.pretend relationship,en,2006-03-10,88715192,97.0,Failure to Launch,Matthew McConaughey,Sarah Jessica Parker,Tom Dey,Tom J. Astle,,Rolfe Kent
924,50000000,"['Drama', 'Horror', 'Thriller']",10320,nun.based on novel.bath tub.nightmare.son.sequel.remake.vision.good vs evil.woman reporter.mental institution.videotape.evil child,en,2005-03-17,161451538,110.0,The Ring Two,Simon Baker,Naomi Watts,Hideo Nakata,Ehren Kruger,,Henning Lohner
925,50000000,"['Comedy', 'Drama', 'Romance']",50646,soulmates.midlife crisis.marriage crisis.womanizer.law school.crazy.relationship,en,2011-07-29,142851197,118.0,"Crazy, Stupid, Love.",Steve Carell,Julianne Moore,Glenn Ficarra,Dan Fogelman,,Christophe Beck
926,50000000,"['Animation', 'Comedy', 'Family']",8920,competition.moderator.lasagne.garfield,en,2004-06-10,200804534,80.0,Garfield,Bill Murray,Jennifer Love Hewitt,Peter Hewitt,Joel Cohen,,Tim Boland
927,60000000,"['Comedy', 'Family']",13673,holiday.christmas,en,2004-11-24,0,99.0,Christmas with the Kranks,Tim Allen,Jamie Lee Curtis,Joe Roth,Chris Columbus,,
928,50000000,['Drama'],60308,underdog.based on novel.baseball.teamwork.sport.partner.meeting.oakland california.strategy.voice over.statistics,en,2011-09-22,110206216,133.0,Moneyball,Brad Pitt,Robin Wright,Bennett Miller,Steven Zaillian,,Mychael Danna
